name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
sylhet bangladesh,2022-07-10,33.7,21.4,28.6,43.6,21.4,34.7,25.8,85.9,11.0,100,4.17,rain,0,0.0,21.2,9.0,267.2,1001.5,76.3,15.0,231.2,20.0,8,60.0,2022-07-10T05:10:01,2022-07-10T18:45:36,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-11,34.4,25.1,28.8,42.6,25.1,34.2,25.8,84.4,15.0,100,8.33,rain,0,0.0,16.6,8.8,40.6,1002.6,69.9,17.2,155.0,13.5,6,60.0,2022-07-11T05:10:27,2022-07-11T18:45:26,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-12,34.7,18.9,28.9,44.6,18.9,34.4,24.9,80.3,8.8,100,33.33,rain,0,0.0,28.1,14.8,136.8,1001.6,68.0,16.3,263.8,22.9,9,60.0,2022-07-12T05:10:53,2022-07-12T18:45:16,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-13,35.9,22.1,30.1,47.7,22.1,37.2,25.8,79.0,10.3,100,37.5,rain,0,0.0,34.2,10.4,98.8,999.4,54.0,18.3,287.3,25.1,9,75.0,2022-07-13T05:11:19,2022-07-13T18:45:04,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-14,36.9,22.1,31.0,47.1,22.1,38.2,25.8,75.8,0.6,100,4.17,rain,0,0.0,37.1,9.0,107.6,999.4,33.7,19.2,286.8,24.8,9,75.0,2022-07-14T05:11:45,2022-07-14T18:44:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-15,34.8,23.9,29.8,45.2,23.9,36.3,25.5,78.7,6.0,100,4.17,rain,0,0.0,23.0,7.9,192.1,1001.2,55.6,19.1,267.9,23.1,8,60.0,2022-07-15T05:12:12,2022-07-15T18:44:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-16,34.5,21.4,29.3,46.7,21.4,35.9,25.9,82.9,7.0,100,4.17,rain,0,0.0,26.6,7.2,246.5,1002.8,68.7,17.2,256.6,22.3,9,60.0,2022-07-16T05:12:39,2022-07-16T18:44:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-17,33.1,24.6,28.1,39.4,24.6,32.8,25.6,86.9,22.0,100,4.17,rain,0,0.0,17.3,12.6,68.6,1005.3,89.5,13.2,129.7,11.2,5,30.0,2022-07-17T05:13:06,2022-07-17T18:44:03,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-18,32.0,22.9,28.3,42.2,22.9,33.7,25.9,87.6,11.7,100,79.17,rain,0,0.0,28.8,10.7,223.9,1004.8,91.4,10.0,164.3,14.2,8,15.0,2022-07-18T05:13:34,2022-07-18T18:43:45,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-19,30.6,20.4,26.9,38.5,20.4,30.6,24.9,88.9,0.8,100,4.17,rain,0,0.0,29.9,18.2,206.6,1003.1,92.1,8.7,165.8,14.2,6,30.0,2022-07-19T05:14:02,2022-07-19T18:43:26,0.68,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-20,31.6,20.2,27.4,39.9,20.2,31.6,25.1,87.5,0.8,100,4.17,rain,0,0.0,23.4,8.9,126.7,1003.5,95.8,8.2,122.6,10.7,5,30.0,2022-07-20T05:14:29,2022-07-20T18:43:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-21,33.2,21.1,28.6,44.7,21.1,33.4,25.2,82.8,4.2,100,4.17,rain,0,0.0,16.2,5.0,59.1,1004.2,94.1,16.0,188.0,16.0,7,30.0,2022-07-21T05:14:57,2022-07-21T18:42:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-22,34.1,20.1,29.6,44.7,20.1,37.1,26.1,82.2,8.6,100,8.33,rain,0,0.0,30.2,10.5,62.8,1004.4,89.3,17.9,175.8,15.1,8,75.0,2022-07-22T05:15:25,2022-07-22T18:42:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-07-23,35.7,21.1,28.3,48.5,21.1,33.8,25.2,84.2,26.5,100,66.67,rain,0,0.0,31.7,6.8,174.8,1004.5,95.2,15.4,185.3,16.0,8,60.0,2022-07-23T05:15:54,2022-07-23T18:41:56,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-24,27.5,19.4,25.2,32.0,19.4,26.2,24.2,94.2,27.0,100,16.67,rain,0,0.0,17.6,6.5,164.5,1007.1,99.0,14.4,56.0,4.8,2,30.0,2022-07-24T05:16:22,2022-07-24T18:41:30,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-25,29.1,18.4,25.8,35.1,18.4,27.7,24.3,91.6,11.0,100,12.5,rain,0,0.0,18.4,4.3,163.3,1008.7,95.7,15.4,137.1,11.7,6,10.0,2022-07-25T05:16:50,2022-07-25T18:41:03,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-26,27.8,19.2,25.2,32.6,19.2,26.1,24.2,94.4,23.0,100,4.17,rain,0,0.0,20.2,7.2,270.7,1009.2,93.6,14.9,91.4,7.9,4,30.0,2022-07-26T05:17:18,2022-07-26T18:40:35,0.92,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-27,31.4,19.1,26.5,38.9,19.1,29.1,24.2,87.7,3.0,100,8.33,rain,0,0.0,20.2,6.1,255.7,1007.9,89.3,17.8,138.4,11.9,7,30.0,2022-07-27T05:17:47,2022-07-27T18:40:06,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-28,30.5,19.4,26.6,39.0,19.4,29.7,24.5,88.5,28.0,100,4.17,rain,0,0.0,24.8,4.4,107.5,1008.0,88.3,16.4,166.1,14.4,6,60.0,2022-07-28T05:18:15,2022-07-28T18:39:35,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-29,33.2,19.7,27.4,42.3,19.7,31.0,24.5,84.9,1.0,100,4.17,rain,0,0.0,27.0,7.6,253.7,1006.6,71.7,15.0,247.7,21.5,8,30.0,2022-07-29T05:18:43,2022-07-29T18:39:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-30,30.9,18.6,26.5,39.1,18.6,29.7,24.4,88.6,10.3,100,62.5,rain,0,0.0,24.1,4.3,152.3,1005.3,96.9,11.9,161.8,13.7,6,30.0,2022-07-30T05:19:11,2022-07-30T18:38:31,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-07-31,29.3,18.7,25.6,35.8,18.7,27.4,24.0,91.3,8.0,100,4.17,rain,0,0.0,24.1,5.8,84.3,1004.1,96.3,12.0,121.9,10.5,4,10.0,2022-07-31T05:19:39,2022-07-31T18:37:57,0.09,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-01,30.0,19.7,25.6,38.0,19.7,27.0,23.9,90.6,7.5,100,58.33,rain,0,0.0,30.6,4.7,56.1,1003.9,98.0,12.1,116.8,10.0,7,10.0,2022-08-01T05:20:07,2022-08-01T18:37:22,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-02,32.0,20.9,26.9,41.6,20.9,30.2,24.7,88.3,0.2,100,4.17,rain,0,0.0,22.3,5.0,22.1,1002.9,96.0,16.0,179.6,15.3,8,60.0,2022-08-02T05:20:35,2022-08-02T18:36:46,0.16,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-03,33.3,19.7,27.5,43.9,19.7,31.8,25.1,87.2,2.0,100,4.17,rain,0,0.0,27.4,5.0,267.0,1004.2,95.8,13.3,183.7,15.8,7,30.0,2022-08-03T05:21:03,2022-08-03T18:36:09,0.19,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-04,32.2,19.7,27.6,42.5,19.7,32.4,25.3,87.8,77.0,100,8.33,rain,0,0.0,21.6,5.4,54.1,1005.0,94.1,19.6,179.3,15.4,7,60.0,2022-08-04T05:21:31,2022-08-04T18:35:31,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-05,32.1,18.4,27.7,42.3,18.4,32.8,25.1,86.2,0.2,100,4.17,rain,0,0.0,20.9,5.0,290.9,1002.6,92.1,17.4,199.2,17.1,6,60.0,2022-08-05T05:21:59,2022-08-05T18:34:51,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-06,31.0,19.4,27.0,40.8,19.4,31.5,25.1,89.8,12.0,100,12.5,rain,0,0.0,21.2,4.0,339.3,1001.4,84.3,14.6,171.2,14.6,7,30.0,2022-08-06T05:22:26,2022-08-06T18:34:11,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-07,35.4,21.1,29.0,45.1,21.1,34.5,25.2,81.1,9.8,100,20.83,rain,0,0.0,28.1,4.7,200.9,1000.1,68.6,19.3,265.3,22.8,8,60.0,2022-08-07T05:22:53,2022-08-07T18:33:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,42515099999,remote,42516099999"
sylhet bangladesh,2022-08-08,33.1,22.7,29.2,43.7,22.7,35.3,26.1,83.9,1.0,100,4.17,rain,0,0.0,38.2,9.7,115.2,1000.5,74.3,15.4,258.9,22.5,9,60.0,2022-08-08T05:23:21,2022-08-08T18:32:47,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-09,33.6,24.4,29.4,41.3,24.4,34.7,25.1,79.0,6.4,100,41.67,rain,0,0.0,32.4,10.7,61.2,1002.2,85.0,15.2,226.1,19.4,8,30.0,2022-08-09T05:23:47,2022-08-09T18:32:04,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-10,32.2,22.8,28.5,39.3,22.8,32.8,24.3,78.6,2.8,100,25.0,rain,0,0.0,19.4,9.0,65.3,1002.3,81.1,15.3,224.3,19.4,7,30.0,2022-08-10T05:24:14,2022-08-10T18:31:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-11,35.0,23.0,30.1,44.0,23.0,35.3,24.7,74.0,0.2,100,8.33,rain,0,0.0,26.6,7.2,235.1,1002.7,46.0,17.2,271.6,23.4,9,30.0,2022-08-11T05:24:41,2022-08-11T18:30:34,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-12,33.5,23.4,29.2,42.5,23.4,35.1,25.2,79.9,11.0,100,4.17,rain,0,0.0,17.6,5.4,198.5,1001.9,80.9,18.2,223.5,19.2,7,30.0,2022-08-12T05:25:07,2022-08-12T18:29:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-13,31.1,23.9,28.5,40.0,23.9,34.4,25.8,85.6,1.0,100,20.83,rain,0,0.0,29.2,9.0,156.8,1001.2,95.6,16.2,172.9,15.0,6,60.0,2022-08-13T05:25:34,2022-08-13T18:29:00,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-14,34.6,20.1,28.2,43.1,20.1,32.3,24.7,82.5,1.0,100,4.17,rain,0,0.0,33.1,8.9,63.4,1005.2,79.5,13.1,221.0,19.0,8,30.0,2022-08-14T05:26:00,2022-08-14T18:28:12,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-15,32.7,19.7,28.1,40.9,19.7,32.0,24.9,83.8,3.8,100,54.17,rain,0,0.0,24.8,7.9,169.8,1008.2,68.4,17.3,244.9,21.1,8,30.0,2022-08-15T05:26:25,2022-08-15T18:27:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-16,32.7,21.8,27.7,44.3,21.8,32.2,25.4,87.5,18.0,100,8.33,rain,0,0.0,21.6,6.5,188.8,1006.2,86.1,15.8,196.5,16.8,8,30.0,2022-08-16T05:26:51,2022-08-16T18:26:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-17,34.0,21.4,28.8,45.3,21.4,35.0,25.7,84.0,0.1,100,4.17,rain,0,0.0,20.9,7.2,15.5,1002.9,69.3,17.2,226.7,19.6,8,60.0,2022-08-17T05:27:16,2022-08-17T18:25:43,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-18,36.0,25.5,31.0,48.6,25.5,38.8,26.3,77.3,8.0,100,4.17,rain,0,0.0,32.8,8.7,64.8,999.1,50.1,18.2,270.3,23.2,9,75.0,2022-08-18T05:27:42,2022-08-18T18:24:51,0.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-19,34.9,23.5,29.5,42.3,23.5,34.5,25.0,77.9,0.6,100,4.17,rain,0,0.0,34.9,14.0,101.1,1001.9,55.1,15.2,267.1,23.2,9,60.0,2022-08-19T05:28:07,2022-08-19T18:23:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-20,34.5,22.2,29.3,42.9,22.2,34.7,25.2,79.7,5.8,100,37.5,rain,0,0.0,23.0,7.2,228.8,1003.9,64.1,15.6,243.2,21.0,8,60.0,2022-08-20T05:28:32,2022-08-20T18:23:06,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-21,33.7,24.1,28.8,43.5,24.1,34.7,25.8,84.6,10.0,100,8.33,rain,0,0.0,19.1,7.1,164.1,1003.4,79.5,16.3,210.8,18.1,8,60.0,2022-08-21T05:28:56,2022-08-21T18:22:12,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-22,33.6,25.4,29.6,45.4,25.4,36.4,26.0,81.7,4.9,100,33.33,rain,0,0.0,18.7,8.5,265.9,1001.5,81.2,18.2,208.8,18.1,7,60.0,2022-08-22T05:29:21,2022-08-22T18:21:18,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-23,34.2,21.1,28.9,45.1,21.1,34.9,26.0,84.6,22.0,100,8.33,rain,0,0.0,41.4,12.2,140.9,1003.5,93.7,16.2,208.1,18.0,7,60.0,2022-08-23T05:29:45,2022-08-23T18:20:23,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-24,33.1,19.7,28.2,42.1,19.7,32.7,25.0,83.4,2.9,100,29.17,rain,0,0.0,22.7,14.6,248.4,1006.9,77.9,15.5,226.1,19.4,8,60.0,2022-08-24T05:30:09,2022-08-24T18:19:27,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-25,33.6,20.4,28.7,41.1,20.4,33.5,25.0,81.3,9.0,100,8.33,rain,0,0.0,20.5,9.0,251.7,1005.0,60.7,17.3,214.2,18.4,7,30.0,2022-08-25T05:30:33,2022-08-25T18:18:30,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-26,34.2,22.2,29.2,43.8,22.2,35.8,25.7,81.8,0.2,100,4.17,rain,0,0.0,22.7,7.9,225.2,1003.0,86.9,16.3,239.0,20.7,8,30.0,2022-08-26T05:30:56,2022-08-26T18:17:33,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-27,29.6,26.0,27.4,37.3,26.0,31.1,26.1,92.8,0.3,100,4.17,rain,0,0.0,20.9,10.7,183.0,1004.1,99.9,10.0,72.1,6.1,4,10.0,2022-08-27T05:31:20,2022-08-27T18:16:35,0.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-28,31.0,23.0,26.9,39.0,23.0,28.9,25.0,89.8,11.7,100,12.5,rain,0,0.0,17.3,10.7,122.1,1006.7,97.1,12.9,107.3,9.3,5,10.0,2022-08-28T05:31:43,2022-08-28T18:15:37,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-29,32.1,23.2,27.9,40.0,23.2,31.6,24.8,83.8,1.0,100,4.17,rain,0,0.0,23.0,7.6,331.6,1008.8,90.9,17.1,213.8,18.5,7,30.0,2022-08-29T05:32:06,2022-08-29T18:14:38,0.07,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-30,31.4,20.9,27.4,40.3,20.9,31.0,25.4,89.5,4.0,100,8.33,rain,0,0.0,26.3,7.2,20.6,1009.0,96.4,15.1,141.4,12.1,6,30.0,2022-08-30T05:32:29,2022-08-30T18:13:39,0.1,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-08-31,33.5,23.1,27.5,42.8,23.1,31.0,25.1,87.1,6.9,100,58.33,rain,0,0.0,30.6,7.2,62.6,1007.3,89.1,11.1,186.8,16.3,8,30.0,2022-08-31T05:32:52,2022-08-31T18:12:39,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-01,31.1,23.0,27.0,40.3,23.0,30.1,25.3,90.7,0.3,100,4.17,rain,0,0.0,25.2,7.1,77.5,1007.9,93.3,13.1,128.7,11.1,5,30.0,2022-09-01T05:33:15,2022-09-01T18:11:39,0.17,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-02,28.9,18.9,26.0,35.7,18.9,28.1,24.7,92.5,1.0,100,4.17,rain,0,0.0,25.6,7.1,192.0,1008.2,92.8,13.3,87.2,7.5,5,10.0,2022-09-02T05:33:37,2022-09-02T18:10:38,0.21,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-03,29.5,21.6,26.3,37.3,21.6,27.9,24.9,92.6,1.0,100,4.17,rain,0,0.0,27.4,11.5,203.5,1005.5,97.6,11.8,79.5,7.0,4,30.0,2022-09-03T05:34:00,2022-09-03T18:09:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-04,29.1,21.7,25.9,36.2,21.7,27.2,25.0,94.5,14.0,100,4.17,rain,0,0.0,32.0,11.5,150.9,1005.6,97.1,9.3,43.8,3.6,3,30.0,2022-09-04T05:34:22,2022-09-04T18:08:35,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-05,29.6,19.1,25.6,36.3,19.1,26.8,24.5,93.8,13.0,100,4.17,rain,0,0.0,17.6,6.9,148.0,1006.6,97.4,9.6,64.3,5.5,3,10.0,2022-09-05T05:34:44,2022-09-05T18:07:33,0.32,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-06,31.0,18.9,26.6,39.0,18.9,29.7,24.8,90.1,28.0,100,12.5,rain,0,0.0,15.5,5.8,49.2,1007.2,97.9,16.7,109.8,9.6,5,30.0,2022-09-06T05:35:06,2022-09-06T18:06:31,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-07,35.0,23.8,29.1,43.3,23.8,33.9,25.3,80.8,8.0,100,4.17,rain,0,0.0,23.4,14.0,86.7,1007.5,91.2,17.2,216.5,18.5,9,60.0,2022-09-07T05:35:28,2022-09-07T18:05:28,0.39,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-08,36.1,24.8,30.1,43.8,24.8,36.4,25.4,77.2,19.4,100,8.33,rain,0,0.0,22.7,7.2,20.1,1007.8,84.4,19.0,222.4,19.3,9,100.0,2022-09-08T05:35:50,2022-09-08T18:04:25,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-09,37.5,19.2,30.1,45.8,19.2,35.9,24.6,73.5,0.0,0,0.0,,0,0.0,25.9,12.5,82.2,1007.2,79.2,18.2,253.0,21.9,8,75.0,2022-09-09T05:36:12,2022-09-09T18:03:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-10,34.2,18.4,28.7,43.7,18.4,33.5,25.0,81.3,8.0,100,8.33,rain,0,0.0,36.7,7.6,124.6,1007.3,84.7,15.6,222.6,19.2,8,60.0,2022-09-10T05:36:34,2022-09-10T18:02:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-11,31.6,19.4,27.4,38.2,19.4,30.3,24.5,84.9,3.0,100,4.17,rain,0,0.0,22.7,7.9,119.4,1007.6,86.7,12.6,148.2,12.7,7,10.0,2022-09-11T05:36:56,2022-09-11T18:01:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-12,31.3,21.8,27.3,38.1,21.8,30.0,24.6,85.8,10.0,100,4.17,rain,0,0.0,25.9,8.5,75.0,1007.3,89.8,12.1,175.3,15.3,7,10.0,2022-09-12T05:37:17,2022-09-12T18:00:11,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-13,26.8,20.8,25.4,30.2,20.8,25.6,24.3,93.3,16.0,100,8.33,rain,0,0.0,17.3,7.1,94.7,1008.7,98.5,12.7,59.6,5.1,4,10.0,2022-09-13T05:37:39,2022-09-13T17:59:07,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
sylhet bangladesh,2022-09-14,29.4,18.7,25.4,35.0,18.7,27.0,23.6,90.3,4.0,100,4.17,rain,0,0.0,20.2,7.6,188.6,1009.2,97.1,13.3,78.2,6.7,3,30.0,2022-09-14T05:38:01,2022-09-14T17:58:03,0.62,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"42618099999,42515099999,41891099999,remote,42516099999"
